"Observed m/z";"Adjusted m/z";Matched name;Adduct;Formula;Matched delta mass (Da);Matched difference (ppm);Matched theoretical mass;Coverage
321.092542;321.092542;Mercaptopurine;[M+NORHARMANE+H];C5H4N4S;-4.98380e-5;-0.155214;321.092592;1 out of 4
321.092542;321.092542;9-Sulfanylpurine;[M+NORHARMANE+H];C5H4N4S;-5.03190e-5;-0.156712;321.092592;1 out of 4
322.054714;322.054714;8-Hydroxy-2-desoxyguanosine;[M+K];C10H13N5O5;-1.11539e-4;-0.346335;322.054826;3 out of 4
322.054714;322.054714;hydroxydeoxyguanosine;[M+K];C10H13N5O5;-1.11539e-4;-0.346335;322.054826;3 out of 4
322.054714;322.054714;"1-[(2R,5R)-4-Azidooxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione";[M+K];C10H13N5O5;-1.11539e-4;-0.346335;322.054826;3 out of 4
322.054714;322.054714;"2-Amino-9-[(2R,4S,5R)-5-(hydroperoxymethyl)-4-hydroxyoxolan-2-yl]-1H-purin-6-one";[M+K];C10H13N5O5;-1.11539e-4;-0.346335;322.054826;3 out of 4
322.054714;322.054714;Guanosine;[M+K];C10H13N5O5;-1.11551e-4;-0.346373;322.054826;3 out of 4
322.054714;322.054714;8-Hydroxy-deoxyguanosine;[M+K];C10H13N5O5;-1.11551e-4;-0.346373;322.054826;3 out of 4
322.054714;322.054714;9-beta-d-Arabinofuranosylguanine;[M+K];C10H13N5O5;-1.11551e-4;-0.346373;322.054826;3 out of 4
323.102492;323.102492;Dynasore;[M+H];C18H14N2O4;-1.40939e-4;-0.436205;323.102633;1 out of 4
323.102492;323.102492;Flazine methyl ether;[M+H];C18H14N2O4;-1.40946e-4;-0.436227;323.102633;1 out of 4
324.058863;324.058863;Cytidine monophosphate;[M+H];C9H14N3O8P;-2.63951e-4;-0.814515;324.059127;3 out of 4
324.058863;324.058863;Cytidine 2'-phosphate;[M+H];C9H14N3O8P;-2.63951e-4;-0.814515;324.059127;3 out of 4
324.058863;324.058863;Cytidine 3'-monophosphate;[M+H];C9H14N3O8P;-2.63951e-4;-0.814515;324.059127;3 out of 4
324.058863;324.058863;Cytosine arabinose-5'-phosphate;[M+H];C9H14N3O8P;-2.63951e-4;-0.814515;324.059127;3 out of 4
324.214819;324.214819;6-Methyloctanoylcarnitine;[M+Na];C16H31NO4;2.90518e-4;0.896067;324.214528;1 out of 4
324.214819;324.214819;5-Methyloctanoylcarnitine;[M+Na];C16H31NO4;2.90518e-4;0.896067;324.214528;1 out of 4
324.214819;324.214819;4-Methyloctanoylcarnitine;[M+Na];C16H31NO4;2.90518e-4;0.896067;324.214528;1 out of 4
324.214819;324.214819;7-Methyloctanoylcarnitine;[M+Na];C16H31NO4;2.90518e-4;0.896067;324.214528;1 out of 4
324.214819;324.214819;3-Methyloctanoylcarnitine;[M+Na];C16H31NO4;2.90518e-4;0.896067;324.214528;1 out of 4
324.214819;324.214819;N-Lauroyl Threonine;[M+Na];C16H31NO4;2.90518e-4;0.896067;324.214528;1 out of 4
324.214819;324.214819;"2,6 Dimethylheptanoyl carnitine";[M+Na];C16H31NO4;2.90515e-4;0.896058;324.214528;1 out of 4
324.214819;324.214819;Nonanoylcarnitine;[M+Na];C16H31NO4;2.90515e-4;0.896058;324.214528;1 out of 4
325.010715;325.010715;Protoapigenone;[M+K];C15H10O6;-1.80042e-4;-0.553957;325.010895;3 out of 4
325.010715;325.010715;Luteolin;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;Kaempferol;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;Maritimetin;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;Norartocarpetin;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;2'-Hydroxygenistein;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;Cernuine;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;Citreorosein;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;3'-Hydroxygenistein;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;"5,6,7,4'-Tetrahydroxyisoflavone";[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;"7,8,3',4'-Tetrahydroxyisoflavone";[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.010715;325.010715;8-Hydroxygenistein;[M+K];C15H10O6;-1.80052e-4;-0.553988;325.010895;3 out of 4
325.043065;325.043065;Olsalazine;[M+Na];C14H10N2O6;-4.10620e-5;-0.126328;325.043106;1 out of 4
325.043065;325.043065;Uridine 5'-monophosphate;[M+H];C9H13N2O9P;-7.75360e-5;-0.238541;325.043143;2 out of 4
325.043065;325.043065;Pseudouridine 5'-phosphate;[M+H];C9H13N2O9P;-7.75360e-5;-0.238541;325.043143;2 out of 4
325.043065;325.043065;Uridine 2'-phosphate;[M+H];C9H13N2O9P;-7.75360e-5;-0.238541;325.043143;2 out of 4
325.043065;325.043065;Uridine 3'-monophosphate;[M+H];C9H13N2O9P;-7.75360e-5;-0.238541;325.043143;2 out of 4
325.043065;325.043065;"[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";[M+H];C9H13N2O9P;-7.80050e-5;-0.239984;325.043143;2 out of 4
325.117991;325.117991;3-((4-(5-(Hydroxymethyl)-2-oxo-3-oxazolidinyl)phenoxy)methyl)benzonitrile;[M+H];C18H16N2O4;-2.92003e-4;-0.898144;325.118283;1 out of 4
